year,title,clean_test,budget,domgross,intgross,budget_2013,domgross_2013,intgross_2013,imdb_id,language,country,writer,metascore,imdb_rating,director,released,actors,genre,awards,runtime,type,poster,imdb_votes,error,rating
2013,R.I.P.D.,notalk,130000000,33618855,79019947,130000000,33618855,79019947,790736,English,USA,"Phil Hay (screenplay), Matt Manfredi (screenplay), David Dobkin (story), Phil Hay (story), Matt Manfredi (story), Peter M. Lenkov (Dark Horse comic)",25,5.6,Robert Schwentke,19-Jul-13,"Jeff Bridges, Ryan Reynolds, Kevin Bacon, Mary-Louise Parker","Action, Comedy, Crime",N/A,96 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM5OTYxNzE5N15BMl5BanBnXkFtZTcwMDU1MTQ4OQ@@._V1_SX300.jpg,"54,542",NA,1
2013,Red 2,ok,84000000,53262560,137162560,84000000,53262560,137162560,1821694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2013,Riddick,notalk,38000000,42025135,92425135,38000000,42025135,92425135,1411250,English,"USA, UK","David Twohy, Jim Wheat (based on characters created by), Ken Wheat (based on characters created by)",49,6.4,David Twohy,6-Sep-13,"Vin Diesel, Jordi Mollà, Matt Nable, Katee Sackhoff","Action, Sci-Fi, Thriller",1 nomination.,119 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk5NzYwMzQ4MV5BMl5BanBnXkFtZTcwMjE5MTI1OQ@@._V1_SX300.jpg,"74,501",NA,1
2013,Runner Runner,nowomen,30000000,19316646,62616646,30000000,19316646,62616646,2364841,English,USA,"Brian Koppelman, David Levien",36,5.6,Brad Furman,4-Oct-13,"Justin Timberlake, Ben Affleck, Gemma Arterton, Anthony Mackie","Crime, Drama, Thriller",N/A,91 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU5OTA0MjI4Ml5BMl5BanBnXkFtZTgwMTgxOTQwMDE@._V1_SX300.jpg,"30,777",NA,0
2013,Rush,notalk,38000000,26947624,43047624,38000000,26947624,43047624,1979320,"English, German, Italian, French","USA, Germany, UK",Peter Morgan,75,8.3,Ron Howard,27-Sep-13,"Chris Hemsworth, Daniel Brühl, Olivia Wilde, Alexandra Maria Lara","Action, Biography, Drama",Nominated for 2 Golden Globes. Another 4 wins & 33 nominations.,123 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQyMDE0MTY0OV5BMl5BanBnXkFtZTcwMjI2OTI0OQ@@._V1_SX300.jpg,"140,946",NA,1
2013,Safe Haven,ok,28000000,71399120,93943623,28000000,71399120,93943623,1702439,"English, Portuguese",USA,"Dana Stevens (screenplay), Gage Lansky (screenplay), Nicholas Sparks (based upon the novel by)",34,6.7,Lasse Hallström,14-Feb-13,"Julianne Hough, Irene Ziegler, Jon Kohler, Tim Parati","Drama, Mystery, Romance",2 wins & 6 nominations.,115 min,movie,http://ia.media-imdb.com/images/M/MV5BMTg4MzcxODA3OV5BMl5BanBnXkFtZTcwMTYzNDkwOQ@@._V1_SX300.jpg,"41,770",NA,3
2013,Saving Mr. Banks,ok,35000000,82834332,100734332,35000000,82834332,100734332,2140373,English,"USA, UK, Australia","Kelly Marcel, Sue Smith",65,7.7,John Lee Hancock,20-Dec-13,"Emma Thompson, Tom Hanks, Annie Rose Buckley, Colin Farrell","Biography, Comedy, Drama",Nominated for 1 Oscar. Another 9 wins & 45 nominations.,125 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc0MTQ3NzE4Nl5BMl5BanBnXkFtZTcwMzA4NDM5OQ@@._V1_SX300.jpg,"40,567",NA,3
2013,Side Effects,ok,30000000,32172757,60288363,30000000,32172757,60288363,2053463,"English, French",USA,Scott Z. Burns,75,7.1,Steven Soderbergh,8-Feb-13,"Rooney Mara, Carmen Pelaez, Marin Ireland, Channing Tatum","Crime, Drama, Thriller",2 nominations.,106 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc2MzY0NDAwOF5BMl5BanBnXkFtZTcwMTE1Mzc4OA@@._V1_SX300.jpg,"102,888",NA,3
2013,Star Trek Into Darkness,notalk,190000000,228778661,466978661,190000000,228778661,466978661,1408101,"English, Klingon",USA,"Roberto Orci, Alex Kurtzman, Damon Lindelof, Gene Roddenberry (television series ""Star Trek"")",72,7.9,J.J. Abrams,16-May-13,"Chris Pine, Zachary Quinto, Zoe Saldana, Karl Urban","Action, Adventure, Sci-Fi",Nominated for 1 Oscar. Another 6 wins & 27 nominations.,132 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk2NzczOTgxNF5BMl5BanBnXkFtZTcwODQ5ODczOQ@@._V1_SX300.jpg,"272,221",NA,1
2013,Texas Chainsaw 3D,ok,20000000,34341945,39093317,20000000,34341945,39093317,1572315,English,USA,"Adam Marcus (screenplay), Debra Sullivan (screenplay), Kirsten Elms (screenplay), Stephen Susco (story), Adam Marcus (story), Debra Sullivan (story), Kim Henkel (characters), Tobe Hooper (characters)",NA,4.8,John Luessenhop,4-Jan-13,"Alexandra Daddario, Dan Yeager, Trey Songz, Scott Eastwood","Horror, Thriller",2 wins & 6 nominations.,92 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQzMzAyNTE2N15BMl5BanBnXkFtZTcwNzM1NDg2OA@@._V1_SX300.jpg,"24,491",NA,3
2013,The Big Wedding,ok,32500000,21819348,35770721,32500000,21819348,35770721,1931435,"English, Spanish, Latin",USA,"Justin Zackham (screenplay), Jean-Stéphane Bron (motion picture ""Mon frère se marie""), Karine Sudan (motion picture ""Mon frère se marie"")",28,5.6,Justin Zackham,26-Apr-13,"Robert De Niro, Katherine Heigl, Diane Keaton, Amanda Seyfried",Comedy,3 nominations.,89 min,movie,http://ia.media-imdb.com/images/M/MV5BMTcwODUwMjg2Ml5BMl5BanBnXkFtZTcwMTc2NzkxOA@@._V1_SX300.jpg,"23,323",NA,3
2013,The Book Thief,ok,19000000,21345525,62045525,19000000,21345525,62045525,816442,"English, German","USA, Germany","Markus Zusak (novel), Michael Petroni (adaptation)",53,7.7,Brian Percival,27-Nov-13,"Roger Allam, Sophie Nélisse, Heike Makatsch, Julian Lehmann","Drama, War",Nominated for 1 Oscar. Another 3 wins & 10 nominations.,131 min,movie,http://ia.media-imdb.com/images/M/MV5BOTE3NzkyMjAyNF5BMl5BanBnXkFtZTgwMDc5MTE0MDE@._V1_SX300.jpg,"30,846",NA,3
2013,The Call,ok,13000000,51872378,58938768,13000000,51872378,58938768,1911644,English,USA,"Richard D'Ovidio (screenplay), Richard D'Ovidio (story), Nicole D'Ovidio (story), Jon Bokenkamp (story)",51,6.7,Brad Anderson,15-Mar-13,"Halle Berry, Abigail Breslin, Morris Chestnut, Michael Eklund","Crime, Thriller",9 nominations.,94 min,movie,http://ia.media-imdb.com/images/M/MV5BMjExNDkzNjAwOV5BMl5BanBnXkFtZTcwMDMzMzQwOQ@@._V1_SX300.jpg,"59,802",NA,3
2013,The Conjuring,ok,20000000,137400141,318000141,20000000,137400141,318000141,1457767,"English, Latin",USA,"Chad Hayes, Carey Hayes",68,7.6,James Wan,19-Jul-13,"Vera Farmiga, Patrick Wilson, Lili Taylor, Ron Livingston","Horror, Thriller",4 wins & 8 nominations.,112 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM3NjA1NDMyMV5BMl5BanBnXkFtZTcwMDQzNDMzOQ@@._V1_SX300.jpg,"162,810",NA,3
2013,The Counselor,ok,25000000,16973715,70373715,25000000,16973715,70373715,2193215,English,"USA, UK",Cormac McCarthy,48,5.5,Ridley Scott,25-Oct-13,"Michael Fassbender, Penélope Cruz, Cameron Diaz, Javier Bardem","Crime, Drama, Thriller",2 nominations.,117 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc3ODk0MTY0N15BMl5BanBnXkFtZTgwOTU2MTEzMDE@._V1_SX300.jpg,"38,384",NA,3
2013,The Croods,men,135000000,187168425,573068425,135000000,187168425,573068425,481499,English,USA,"Chris Sanders (screenplay), Kirk De Micco (screenplay), John Cleese (story), Kirk De Micco (story), Chris Sanders (story)",55,7.3,"Kirk De Micco, Chris Sanders",22-Mar-13,"Nicolas Cage, Emma Stone, Ryan Reynolds, Catherine Keener","Animation, Adventure, Comedy",Nominated for 1 Oscar. Another 5 wins & 24 nominations.,98 min,movie,http://ia.media-imdb.com/images/M/MV5BMTcyOTc2OTA1Ml5BMl5BanBnXkFtZTcwOTI1MjkzOQ@@._V1_SX300.jpg,"90,775",NA,2
2013,The Family,men,30000000,36918811,51078541,30000000,36918811,51078541,2404311,"English, French","USA, France","Luc Besson (screenplay), Michael Caleo (screenplay), Tonino Benacquista (based on the book by)",42,6.4,Luc Besson,13-Sep-13,"Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo","Comedy, Crime, Thriller",N/A,111 min,movie,http://ia.media-imdb.com/images/M/MV5BMjE2MzI0MzkyNV5BMl5BanBnXkFtZTcwMjQ2MDM2OQ@@._V1_SX300.jpg,"46,576",NA,2
2013,The Fifth Estate,notalk,26000000,3254172,6154172,26000000,3254172,6154172,1837703,"English, Icelandic, Swahili, Arabic","USA, Belgium","Daniel Domscheit-Berg (book), David Leigh (book), Luke Harding (book), Josh Singer (screenplay)",49,6.1,Bill Condon,18-Oct-13,"Peter Capaldi, David Thewlis, Anatole Taubman, Alexander Beyer","Biography, Drama, Thriller",1 win & 1 nomination.,128 min,movie,http://ia.media-imdb.com/images/M/MV5BMjY1MTY5NTg3M15BMl5BanBnXkFtZTgwMDQyMjgwMDE@._V1_SX300.jpg,"12,244",NA,1
2013,The Frozen Ground,nowomen,19200000,#N/A,#N/A,19200000,#N/A,#N/A,2005374,English,USA,Scott Walker,37,6.4,Scott Walker,23-Aug-13,"Nicolas Cage, Vanessa Hudgens, John Cusack, Dean Norris","Biography, Crime, History",1 nomination.,105 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA0MjAyMjIxMl5BMl5BanBnXkFtZTcwNTQ1NDc2OQ@@._V1_SX300.jpg,"22,873",NA,0
2013,The Great Gatsby,dubious,190000000,144840419,351040419,190000000,144840419,351040419,1343092,English,"Australia, USA","Baz Luhrmann (screenplay), Craig Pearce (screenplay), F. Scott Fitzgerald (based on the novel by)",55,7.4,Baz Luhrmann,10-May-13,"Lisa Adam, Frank Aldridge, Amitabh Bachchan, Steve Bisley","Drama, Romance",Won 2 Oscars. Another 35 wins & 38 nominations.,143 min,movie,http://ia.media-imdb.com/images/M/MV5BMTkxNTk1ODcxNl5BMl5BanBnXkFtZTcwMDI1OTMzOQ@@._V1_SX300.jpg,"226,010",NA,-1
2013,The Hangover part 3,men,103000000,112200072,362000072,103000000,112200072,362000072,1951261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2013,The Heat,ok,43000000,159581587,230781587,43000000,159581587,230781587,2404463,"English, Spanish, Bulgarian",USA,Katie Dippold,60,6.7,Paul Feig,28-Jun-13,"Sandra Bullock, Melissa McCarthy, Demian Bichir, Marlon Wayans","Action, Comedy, Crime",3 wins & 8 nominations.,117 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA2MDQ2ODM3MV5BMl5BanBnXkFtZTcwNDUzMTQ3OQ@@._V1_SX300.jpg,"84,789",NA,3
2013,The Hobbit: The Desolation of Smaug,notalk,250000000,257397516,937397516,250000000,257397516,937397516,1170358,English,"USA, New Zealand","Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay), Guillermo del Toro (screenplay), J.R.R. Tolkien (novel)",66,8.2,Peter Jackson,13-Dec-13,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott","Adventure, Fantasy",Nominated for 3 Oscars. Another 3 wins & 27 nominations.,161 min,movie,http://ia.media-imdb.com/images/M/MV5BMzU0NDY0NDEzNV5BMl5BanBnXkFtZTgwOTIxNDU1MDE@._V1_SX300.jpg,"224,066",NA,1
2013,The Host,dubious,50000000,26623701,58188384,50000000,26623701,58188384,1517260,English,USA,"Andrew Niccol (screenplay), Stephenie Meyer (novel)",35,5.9,Andrew Niccol,29-Mar-13,"Rachel Roberts, Shyaam Karra, Brent Wendell Williams, Jhil McEntyre","Adventure, Romance, Sci-Fi",1 win & 2 nominations.,125 min,movie,http://ia.media-imdb.com/images/M/MV5BMjMwNDg1MTAzNV5BMl5BanBnXkFtZTcwNTk5ODI3OA@@._V1_SX300.jpg,"61,180",NA,-1
2013,The Hunger Games: Catching Fire,ok,130000000,424088260,857088260,130000000,424088260,857088260,1951264,English,USA,"Simon Beaufoy (screenplay), Michael Arndt (screenplay), Suzanne Collins (novel)",75,7.9,Francis Lawrence,22-Nov-13,"Jennifer Lawrence, Liam Hemsworth, Jack Quaid, Taylor St. Clair","Action, Adventure, Sci-Fi",Nominated for 1 Golden Globe. Another 6 wins & 15 nominations.,146 min,movie,http://ia.media-imdb.com/images/M/MV5BMTAyMjQ3OTAxMzNeQTJeQWpwZ15BbWU4MDU0NzA1MzAx._V1_SX300.jpg,"238,814",NA,3
2013,The Incredible Burt Wonderstone,notalk,32000000,22537881,24255957,32000000,22537881,24255957,790628,English,USA,"Jonathan M. Goldstein (screenplay), John Francis Daley (screenplay), Chad Kultgen (story), Tyler Mitchell (story), Jonathan M. Goldstein (story), John Francis Daley (story)",44,5.9,Don Scardino,15-Mar-13,"Steve Carell, Steve Buscemi, Olivia Wilde, Jim Carrey",Comedy,1 win & 3 nominations.,100 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk3MDkxMDAyN15BMl5BanBnXkFtZTcwODY5NzQyOQ@@._V1_SX300.jpg,"44,758",NA,1
2013,The Internship,notalk,58000000,44672764,93672764,58000000,44672764,93672764,2234155,"English, Tagalog, Cantonese, Mandarin, Spanish",USA,"Vince Vaughn (screenplay), Jared Stern (screenplay), Vince Vaughn (story)",42,6.4,Shawn Levy,7-Jun-13,"Vince Vaughn, Owen Wilson, Rose Byrne, Aasif Mandvi",Comedy,1 nomination.,119 min,movie,http://ia.media-imdb.com/images/M/MV5BMjM1MzczMDgwOV5BMl5BanBnXkFtZTcwMDM4NjM2OQ@@._V1_SX300.jpg,"90,875",NA,1
2013,The Last Exorcism Part II,ok,4000000,15179303,18541236,4000000,15179303,18541236,2034139,English,USA,"Damien Chazelle (screenplay), Ed Gass-Donnelly (screenplay), Damien Chazelle (story), Huck Botko (characters created by), Andrew Gurland (characters created by)",35,3.9,Ed Gass-Donnelly,1-Mar-13,"Ashley Bell, Julia Garner, Spencer Treat Clark, David Jensen","Drama, Horror, Thriller",1 win & 1 nomination.,88 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk5MjkxMjUxMF5BMl5BanBnXkFtZTcwODk5ODUwOQ@@._V1_SX300.jpg,"9,373",NA,3
2013,The Lone Ranger,notalk,275000000,89289910,259989910,275000000,89289910,259989910,1210819,"English, North American Indian",USA,"Justin Haythe (screenplay), Ted Elliott (screenplay), Terry Rossio (screenplay), Ted Elliott (screen story), Terry Rossio (screen story), Justin Haythe (screen story)",37,6.6,Gore Verbinski,3-Jul-13,"Johnny Depp, Armie Hammer, William Fichtner, Tom Wilkinson","Action, Adventure, Western",Nominated for 2 Oscars. Another 2 wins & 12 nominations.,149 min,movie,http://ia.media-imdb.com/images/M/MV5BMjI3Mjk5MTUxOV5BMl5BanBnXkFtZTcwNTMyNzY3OQ@@._V1_SX300.jpg,"116,599",NA,1
2013,The Mortal Instruments: City of Bones,ok,60000000,31165421,75965567,60000000,31165421,75965567,1538403,English,"USA, Germany, Canada","Jessica Postigo (screenplay), Cassandra Clare (based on the novel by)",33,6,Harald Zwart,21-Aug-13,"Lily Collins, Jamie Campbell Bower, Kevin Zegers, Jemima West","Action, Adventure, Drama",5 wins & 3 nominations.,130 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc5NzAyOTQyNF5BMl5BanBnXkFtZTcwNzQ1MDc4OQ@@._V1_SX300.jpg,"63,524",NA,3
2013,The Purge,dubious,3000000,64473115,91100541,3000000,64473115,91100541,2184339,English,"USA, France",James DeMonaco,41,5.5,James DeMonaco,7-Jun-13,"Ethan Hawke, Lena Headey, Max Burkholder, Adelaide Kane","Horror, Sci-Fi, Thriller",2 nominations.,85 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU0OTE1Nzk2NF5BMl5BanBnXkFtZTcwMjE5NDY0OQ@@._V1_SX300.jpg,"68,599",NA,-1
2013,The Smurfs 2,ok,110000000,71017784,348545841,110000000,71017784,348545841,2017020,"English, French",USA,"J. David Stem (screenplay), David N. Weiss (screenplay), Jay Scherick (screenplay), David Ronn (screenplay), Karey Kirkpatrick (screenplay), J. David Stem (story), David N. Weiss (story), Jay Scherick (story), David Ronn (story), Peyo (characters and works)",34,5.4,Raja Gosnell,31-Jul-13,"Hank Azaria, Neil Patrick Harris, Brendan Gleeson, Jayma Mays","Animation, Comedy, Family",8 nominations.,105 min,movie,http://ia.media-imdb.com/images/M/MV5BMTkyNDUxODg3MV5BMl5BanBnXkFtZTcwNjE5OTY2OQ@@._V1_SX300.jpg,"16,291",NA,3
2013,The To Do List,ok,1500000,3491669,3491669,1500000,3491669,3491669,1758795,English,USA,Maggie Carey (screenplay),61,5.8,Maggie Carey,26-Jul-13,"Aubrey Plaza, Johnny Simmons, Bill Hader, Alia Shawkat",Comedy,N/A,104 min,movie,http://ia.media-imdb.com/images/M/MV5BODg4ODYxMTk2NV5BMl5BanBnXkFtZTcwNzYxMTI5OQ@@._V1_SX300.jpg,"14,790",NA,3
2013,The Way Way Back,ok,5000000,21502690,26161443,5000000,21502690,26161443,1727388,English,USA,"Nat Faxon, Jim Rash",68,7.5,"Nat Faxon, Jim Rash",26-Jul-13,"Steve Carell, Toni Collette, Allison Janney, AnnaSophia Robb","Comedy, Drama",3 wins & 17 nominations.,103 min,movie,http://ia.media-imdb.com/images/M/MV5BNTU5ODk5NDg0Nl5BMl5BanBnXkFtZTcwNzQwMjI1OQ@@._V1_SX300.jpg,"60,520",NA,3
2013,The Wolf of Wall Street,notalk,100000000,115702857,365702857,100000000,115702857,365702857,993846,"English, French",USA,"Terence Winter (screenplay), Jordan Belfort (book)",75,8.5,Martin Scorsese,25-Dec-13,"Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey","Biography, Comedy, Crime",Nominated for 5 Oscars. Another 17 wins & 62 nominations.,180 min,movie,http://ia.media-imdb.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_SX300.jpg,"256,980",NA,1
2013,The Wolverine,ok,115000000,132556852,416456852,115000000,132556852,416456852,1430132,"English, Japanese","USA, UK","Mark Bomback (screenplay), Scott Frank (screenplay)",60,6.8,James Mangold,26-Jul-13,"Hugh Jackman, Tao Okamoto, Rila Fukushima, Hiroyuki Sanada","Action, Adventure, Fantasy",1 win & 5 nominations.,126 min,movie,http://ia.media-imdb.com/images/M/MV5BNzg1MDQxMTQ2OF5BMl5BanBnXkFtZTcwMTk3MjAzOQ@@._V1_SX300.jpg,"187,381",NA,3
2013,The World&#39;s End,men,20000000,26004851,46578821,20000000,26004851,46578821,1213663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2013,This Is the End,notalk,32000000,101470202,126294264,32000000,101470202,126294264,1245492,"English, Spanish",USA,"Seth Rogen (screenplay), Evan Goldberg (screenplay), Seth Rogen (screen story), Evan Goldberg (screen story), Jason Stone (based on the short film ""Jay and Seth vs. The Apocalypse"" by)",67,6.9,"Evan Goldberg, Seth Rogen",12-Jun-13,"James Franco, Jonah Hill, Seth Rogen, Jay Baruchel","Comedy, Fantasy",4 wins & 10 nominations.,107 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQxODE3NjM1Ml5BMl5BanBnXkFtZTcwMzkzNjc4OA@@._V1_SX300.jpg,"188,103",NA,1
2013,Thor: The Dark World,dubious,170000000,204674790,631674790,170000000,204674790,631674790,1981115,English,USA,"Christopher Yost (screenplay), Christopher Markus (screenplay), Stephen McFeely (screenplay), Don Payne (story), Robert Rodat (story), Stan Lee (comic book), Larry Lieber (comic book), Jack Kirby (comic book)",54,7.3,Alan Taylor,8-Nov-13,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins","Action, Adventure, Fantasy",10 nominations.,112 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQyNzAwOTUxOF5BMl5BanBnXkFtZTcwMTE0OTc5OQ@@._V1_SX300.jpg,"195,634",NA,-1
2013,Trance,nowomen,16000000,2322593,22594052,16000000,2322593,22594052,1924429,"English, French","UK, France","Joe Ahearne (screenplay), John Hodge (screenplay), Joe Ahearne (story)",61,7,Danny Boyle,27-Mar-13,"James McAvoy, Vincent Cassel, Rosario Dawson, Danny Sapani","Crime, Drama, Mystery",4 wins & 2 nominations.,101 min,movie,http://ia.media-imdb.com/images/M/MV5BMjMzNjU1MTg5NF5BMl5BanBnXkFtZTcwMTExMTcwOQ@@._V1_SX300.jpg,"60,795",NA,0
2013,Turbo,dubious,135000000,83028130,283828130,135000000,83028130,283828130,1860353,English,USA,"Darren Lemke (screenplay), Robert D. Siegel (screenplay), David Soren (screenplay)",58,6.5,David Soren,17-Jul-13,"Ryan Reynolds, Paul Giamatti, Michael Peña, Samuel L. Jackson","Animation, Adventure, Comedy",1 win & 10 nominations.,96 min,movie,http://ia.media-imdb.com/images/M/MV5BMTA4NTgwMjM5MzheQTJeQWpwZ15BbWU3MDg2ODA1ODk@._V1_SX300.jpg,"32,555",NA,-1
2013,Warm Bodies,men,30000000,66380662,116643610,30000000,66380662,116643610,1588173,English,USA,"Jonathan Levine (screenplay), Isaac Marion (novel)",59,7,Jonathan Levine,1-Feb-13,"Nicholas Hoult, Teresa Palmer, Analeigh Tipton, Rob Corddry","Comedy, Horror, Romance",1 win & 7 nominations.,98 min,movie,"http://ia.media-imdb.com/images/M/MV5BMTQ4MjY2MjMzOV5BMl5BanBnXkFtZTcwMDUxNzIwOQ@@._V1._CR43,43.16667175292969,1298,1960.9999542236328_SY132_CR0,0,89,132_.jpg_V1_SX300.jpg","129,637",NA,2
2013,We&#39;re the Millers,ok,37000000,150394119,270000119,37000000,150394119,270000119,1723121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2013,White House Down,men,150000000,73103784,205440387,150000000,73103784,205440387,2334879,English,USA,James Vanderbilt,52,6.4,Roland Emmerich,28-Jun-13,"Channing Tatum, Jamie Foxx, Maggie Gyllenhaal, Jason Clarke","Action, Drama, Thriller",1 win & 6 nominations.,131 min,movie,http://ia.media-imdb.com/images/M/MV5BMTAyNzQyNTcwNjVeQTJeQWpwZ15BbWU3MDAwOTQ4Nzk@._V1_SX300.jpg,"90,549",NA,2
2013,World War Z,dubious,190000000,202359711,539559711,190000000,202359711,539559711,816711,"English, Spanish, Hebrew, Arabic","USA, Malta","Matthew Michael Carnahan (screenplay), Drew Goddard (screenplay), Damon Lindelof (screenplay), Matthew Michael Carnahan (screen story), J. Michael Straczynski (screen story), Max Brooks (based on the novel by)",63,7.1,Marc Forster,21-Jun-13,"Brad Pitt, Mireille Enos, Daniella Kertesz, James Badge Dale","Action, Adventure, Horror",1 win & 10 nominations.,116 min,movie,http://ia.media-imdb.com/images/M/MV5BMTg0NTgxMjIxOF5BMl5BanBnXkFtZTcwMDM0MDY1OQ@@._V1_SX300.jpg,"274,016",NA,-1
2012,Abraham Lincoln: Vampire Hunter,dubious,67500000,37519139,115119139,68488103,38068365,116804318,1611224,English,USA,"Seth Grahame-Smith (screenplay), Seth Grahame-Smith (based on the novel by)",42,6,Timur Bekmambetov,22-Jun-12,"Benjamin Walker, Dominic Cooper, Anthony Mackie, Mary Elizabeth Winstead","Action, Fantasy, Horror",1 nomination.,105 min,movie,http://ia.media-imdb.com/images/M/MV5BNjY2Mzc0MDA4NV5BMl5BanBnXkFtZTcwOTg5OTcxNw@@._V1_SX300.jpg,"100,839",NA,-1
2012,Act of Valor,nowomen,12000000,70012847,82497035,12175663,71037735,83704673,1591479,"English, Russian",USA,Kurt Johnstad,40,6.5,"Mike McCoy, Scott Waugh",24-Feb-12,"Rorke Denver, Dave, Sonny, Weimy","Action, Thriller, War",Nominated for 1 Golden Globe. Another 1 win & 6 nominations.,110 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY3NDQxMDAzM15BMl5BanBnXkFtZTcwNzEyNjgzNw@@._V1_SX300.jpg,"47,427",NA,0
2012,Amour,dubious,9700000,6738954,25915719,9841994,6837603,26295088,1602620,"French, English","France, Germany, Austria",Michael Haneke (screenplay),94,7.8,Michael Haneke,20-Sep-12,"Jean-Louis Trintignant, Emmanuelle Riva, Isabelle Huppert, Alexandre Tharaud","Drama, Romance",Won 1 Oscar. Another 53 wins & 38 nominations.,127 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk1NTc3NDc4MF5BMl5BanBnXkFtZTcwNjYwNDk0OA@@._V1_SX300.jpg,"50,986",NA,-1
